ヤゴドマリ,chikei|macro,初心者～,ボート12分,初心者～,平均10ｍ／最大20ｍ,なし,美国港から約12分。魚影の多さと地形の楽しさが味わえるということで、積丹ダイバーの中でも大人気のポイントです。最大深度にしても１８～２０ｍというところで、ゆったりとヤゴドマリを１周するダイビングができます。とにかく、不思議な岩が多くて目のやる場所全てが不思議な形をしています。例えば、岩にポッカリ穴があいていて、まるでお風呂のような岩や、人的に作られたのでは・・・と思わせる岩がたくさんあります。アジ・タナゴ・イワシ・イカナゴなどがたまとなって群れをなしています。ナチュラリストS／PやＡＷＡＲＥ魚の見分け方などには、最適ポイント。このポイントの魅力は、生物派・フォト派・地形派、全てのダイバーが楽しめる 。,,43.329174,140.570755
ネズミ岩,chikei|drift,初心者～,ボート20分,初心者～,平均12ｍ／最大20ｍ,弱くあり,美国港から約20分。この「ネズミ岩」というポイントは、１００ｍ以上の積丹半島断崖絶壁から、落下してきたと思われる巨大な岩が重なり合ってできた、トンネルがとても多いなんとも珍しい地形ポイント。トンネルの数は１つや２つではなく、本当に無数に空いている穴を見るとビックリすることは間違えないことでしょう！しかも、ネズミ岩では1年中通して、流れがあり、ドリフトダイブが楽しめることでも有名なポイントです。 ドリフトＳＰやフォトＳＰなどの方にもお勧めのポイントです。,ウミウシ各種・コブダイ・オキカズナギ、コケギンポ,オウゴンムラソイ、アキギンポ・スズメダイ・ヒラメ、カレイ、ウスメバル,43.346154,140.540199
アミダ岩,chikei,中級者～,中級者～,平均13ｍ／最大26ｍ,まれにあり,,島武意海岸から見ることができる屏風岩からすぐ沖の水底にある巨大な根っ！ 北―南の距離で約９０ｍ、東―西の距離で８０ｍと人の手を広げたような巨大な地形が水中にある。地形のダイナミックさは、積丹半島でもベスト３にははいるであろう程の大きさで、見る人すべてが圧巻のはずっ！透明度は１年中良く、全体像を水面から見て見るのも良い。数多くのクレパスがアミダ岩にはあるので、その間に住んでいる生物もたくさんいます。北側に位置しているところには、板状の岩がつづき、そこには１ｍ以上のヒラメがいつも眠っている！イカナゴ・メバル・ソイまでもが群れをなして地形の周りを泳ぎまわっています！最大深度（アミダ岩の周りは２０ｍより深いです・・。）にして、２５～２６ｍ程にもなりアミダ岩の側面を１周することは、とても困難になりますので、マルチレベルダイビングをお勧めいたします。少しずつ深度を上げながらの水中ツアーで、安全にそしてアミダ岩の全体を楽しんでみるのが良いでしょう！もちろん、ディープＳ／Ｐにも最適なポイントです。,,43.380099,140.479431
飛島（とびしま）エリア,,初・中級者～,飛島よりボート7～10 分,初・中級者～,平均12～20ｍ／最大30ｍ,穏やかなことが多いが、時々流れあり,飛島は庄内浜沿岸から沖合40kmにポツンと浮かぶ島で、年間平均気温12℃と県内では気候も一番温暖で、透明度も常時15ｍ以上を誇るエリアです。特に有名なのがトド穴ポイントで、毎年５月～７月上旬に数十匹から数百匹とも思われるほどのドチザメが出産や交接のため群れを作ります。７月に入るとクロマグロやイナダなど回遊魚の群れ、大型マダイファミリーやコブダイとの遭遇率が上がり、2005年に初確認された北限と推測されるジョーフィッシュも見どころといえるでしょう。近年は秋になると巨大エチゼンクラゲも観察でき、季節ごとの見どころも豊富なエリアです。,ドチザメ群れ、ジョーフィッシュ、クロマグロ・イナダ・スズメダイ群れ、コブダイ、マダイ、クロソイ、マアジの壁、エチゼンクラゲ、オノミチキサンゴ、イソバナなど,39.184369,139.529114
豊浦（とようら）エリア,,初・中級者～,ボート5 分,初・中級者～,平均10～12ｍ／最大17ｍ,穏やかなことが多いが、時々流れあり,豊浦は地元舟渡船で約５分の沖合にある大小４つの島からなる「四島」周辺を潜ります。灯標のある島「灯台」のボート桟橋（ジェッティ）からエントリーエキジットを行います。ここ四島は全国の太公望にも有名な名磯のため魚影も濃く、特に大型マダイや大型コブダイを間近でウォッチングできるのが特徴です。ワイドからマクロまで幅広く水中生物を観察できるポイントでもあります。,コブダイ、マダイ、クロダイ、キジハタ、キツネメバル、オウゴンムラソイ、カサゴ、イナダ群れ、イシダイ、コケギンポ、イソギンポ、アオリイカなど,38.694085,139.606705
加茂（かも）エリア,,初級者～,ビーチ1分,初級者～,平均6～8ｍ／最大10ｍ,なし,加茂エリアは加茂水族館を中心に見て東側に位置し、駐車場やトイレ施設も充実しています。ビーチポイントということもあり、東側の「臨海公園ポイント」は波の影響を比較的受けにくく通年季節を問わず使用できます。水中景観は岩場と砂地からなり、春は北から訪れる北方系魚を観ることができ、秋は南から訪れる南方系魚を観ることができます。,ダンゴウオ、ホウボウ、コケギンポ、タツノオトシゴ、マアジの群れ、マダイ、メバル、アイナメ、ナベカ、ベロ、スジコウイカ、アオリイカなど,38.761981,139.722147
由良（ゆら）エリア,,初級者～,ビーチ5分、ボート3分,初級者～,平均7～15ｍ／最大23ｍ,穏やかなことが多いが、時々流れあり,由良エリアでは、ビーチとボート（地元漁船チャーターボート使用）のダイビングが可能です。ボートポイントは移動時間約３分と船酔いの心配ない程度の距離。ビーチは、専用の台車を使い徒歩移動５分、北向きの岩場からエントリーします。水底はなだらかなスロープ状で大物こそいませんが、小さなマクロな生物をみることができます。,ダンゴウオ、コケギンポ、タツノオトシゴ、マアジの群れ、ウミタナゴ、クロダイ、アイナメ、スジコウイカ、アオリイカなど,38.732125,139.688416
北小浦・赤岩,kaiyugyo|chikei|macro|naito,初心者～>>水中マップ,ボート5分,初心者～,平均17ｍ／最大27ｍ,普段なし・時に強い,佐渡を代表するポイント。ご存知の方も多いと思いますが、ここに住む弁慶君(コブダイ)は有名です｡潜行開始するとすぐに私達に気づき近づいてきてくれます。コブダイは『１匹しか見る事が出来ない』と思っている方がとても多いのですが、そんな事はありません。弁慶君の複数の彼女達や弁慶君のケンカ相手とその彼女達と何匹も見る事が出来ます｡残念な事に、コブダイを見ただけでダイビング終えてしまう方が多いのですが、実はコブダイ以外にもアジやイナダの群を始めウミウシ類や各種イソギンチャクなど、マクロ系の魚達がとても沢山います。フォト派・マクロ派・大物派などすべてのダイバーを夢の世界へ連れて行ってくれる事間違いなし。ちなみにナイトでは、コブダイ君の寝ている様子も見る事が出来ますよ｡,コブダイ、キュウセン、キジハタ、ミズダコ、アジ、イナダ、メバル、ウミウシ類、イソギンチャク類,38.273767,138.523865
北小浦・長手,macro,初心者～>>水中マップ,ボート10分,初心者～,平均17ｍ／最大27ｍ,ほとんどなし,砂地ポイント。水深が浅いためリフレッシュダイブや初心者に最適ですが、佐渡に生息するほとんどの魚を見ることができる生物系のポイントでもあります。 現在、マツカサウオがコンスタントに見られるのは佐渡の中でもここだけです。,マツカサウオ、スズメダイ、メバル、キジハタ、アイナメ、スイ、クダヤガラ,38.261906,138.518372
見立・沈船,kaiyugyo|chikei|macro|cinsen,初心者～,ボート5分,初心者～,平均18ｍ／最大27ｍ,普段穏やか・時に強い,ナント佐渡にも沈船があります。現在は約７０トンの『不動丸』と４０トンの『ゆうなぎ』の２隻が沈められており、船の周りは漁礁になっています。透明度の良い日は、長さ３０Ｍの沈船が全て見えるのはもちろんの事、その先までずっと見えて壮観です。水深２５Ｍにある沈船がボートの上から見える事もよくあります。ここでは佐渡に１匹しかいないマツカサウオが住んでいますのでお勧めです。島内のダイバーにはかなり人気のポイントです。,アジ、コブダイ、ギンポ類、スズメダイ、タコ,38.30287,138.522491
平根・水中温泉,kaiyugyo|chikei|macro,中級者～,ビーチ,中級者～,平均8ｍ／最大18ｍ,なし,水深１５Ｍ程の数箇所から、ブクブクと泡が見えて来ます。泡の正体こそが海中温泉です。泡の出ている風景は、ブルーをバックに幻想的。人間同様、ナントお魚君達も９０℃の温泉に幸せそうな顔で、浸かっています。ダイビング時に卵やサツマイモを持って行きダイビング後に食べられるのはこのポイントの特権。★エントリー・エキジットはちょっと大変です。,,38.130776,138.238907
姫津・アーチ,kaiyugyo|chikei|macro,初心者～>>水中マップ,ボート5分,初心者～,平均15ｍ／最大30ｍ,普段なし・時に激流,外国を感じさせさえする外海府のダイナミックな地形がそのまま海の中へと続いています。名前の通りアーチがあり、アーチの向こうに見えるプールに心を奪われます｡アーチを通る時は、メバル君の群れが迎えてくれる為ガイドから離れずに、側にいる事をお勧めします｡大物回遊魚に会う事もしばしば。１度は、くぐろう佐渡のアーチを．．．。,メバル、スズメダイ、ウミウシ、リュウグウハゼ、、ホンベラ,38.110248,138.189468
姫津・姫津ビーチ,kaiyugyo|chikei|macro,初心者～,ビーチ,初心者～,平均5ｍ／最大15ｍ,,姫津はボートポイントが主ですが、忘れてはいけないのがここです。水深５Ｍでアジの群に遭遇したり、７０匹以上のクロダイの群が、現れたりします。タツノオトシゴ・イソギンポ・コケギンポなどが、隠れていたり、また様々なサイズのコブダイに会う事もしばしば。じっくり・ゆっくりフィッシュウォッチングしたい方にお勧めします。,,38.102414,138.249207
姫津・虎ヶ瀬,kaiyugyo|chikei|macro,初心者～>>水中マップ,ボート5分,初心者～,平均13ｍ／最大20～30ｍ,普段なし・時に強い,奥のほうまで行くと、幅約１Ｍほどのクレパスがあり、両壁にはイドバナ等も多く生えています。ウミウシが多いポイントで多いときには、１ダイブで５種類以上は見る事ができます。,ウミウシ類、チャガラ、ムラソイ、イソカサゴ、イソハゼ、ウバウオ、メジナ,38.106467,138.221054
小木・幸福地蔵,kaiyugyo|chikei|macro|naito|drift,初心者～,ボート5分,初心者～,平均16ｍ／最大24ｍ,普段なし・時に強い,ドロップオフが続く小木方面。なんと言ってもダイナミックな地形は地形派ダイバーは喜ぶ事間違いなし。また佐渡で唯一ジョーフィッシュがコンスタントに見られます。ここではポイント名にもあるとおり、水深２３Ｍに水中安全を祈願した「幸福地蔵」が奉られています。見に行く方はお賽銭を忘れずに！！,,37.803274,138.267059
小木・新谷,kaiyugyo|chikei|macro|drift,中級者～,ボート7分,中級者～,平均20ｍ／最大36ｍ,時に強い,佐渡で１番大きなウミカラマツ・サンゴが生息しています。「え！！佐渡にサンゴ」と思った方、佐渡のサンゴは健在です。中にはメバルやソイが隠れていることが多々あります。またこのポイントはドロップオフのため大型回遊魚も現われる事があります。,,37.806529,138.283539
虫崎・弁天ビーチ,kaiyugyo|chikei|macro|naito,初心者～,ビーチ,初心者～,平均5ｍ／最大6ｍ,なし,砂地に波と太陽が輝く景色は言葉にはできない程の美しさ。水深は６Ｍ程で、ここでのお勧めはなんといってもナイトダイビング。昼と夜の顔の違いを是非とも見てもらいたい。昼間は大物に遭遇する事はあまりないが、タコ・イカの軟体動物やスイ・クダヤガラなど日本海ならではの沢山の魚達に会う事ができます。夜のナイトは最高です。凄い数の夜光虫はもちろんのこと、夜のアイドル「ミミイカ」が米粒サイズから見る事ができます。サザエを住処にしているヤドカリも元気に活動。真っ白のウミヘビも砂地からちょこんと顔を出しています。,,38.22955,138.512192
イルカの家,iruka,初心者～,ボート15分,初心者～,最大10ｍ,なし,親子と思われる３頭イルカに会えるポイント。船が出られない程の大荒れでなければ、船からのウォッチング率は100%に限りなく近いです。走るボートからは、イルカたちが船先でボートと競争するかのごとく泳ぐ姿をバッチリ観察できるよ。シャッターチャンス！イルカとの遊び方はスキンダイビングが基本。彼らが安心して暮らせるようご協力お願いします。帰り際、イルカたちが宙返りジャンプを披露してくれることもあるので楽しみ。,,37.146908,137.019424
えぼし岩,,初心者～,ボート6分,初心者～,最大8ｍ,なし,露出岩の根元。,,37.151013,137.060623
アカグリ,macro,初心者～,ボート5分,初心者～,最大12ｍ,なし,砂地にポツリポツリと岩場がある中、高さ６メートル、直径８メートルの岩。ウミウシが多くマクロ派にも大人気です。また、生い茂るホンダワラの切れ間に、数百匹のメバルが集まって静止していることも。奇妙だけど面白いです。コモンカスベの目撃例あり。,,37.139246,137.051697
野崎城,,初中級～,ボート4分,初中級～,最大22ｍ,たまに少しあり,砂地に一辺が2.2メートル四方の大きなブロックが漁礁として3段積み重なるポイント。イシダイ･ハタ･メバル･キヌバリ（日本海型)･コブダイ･カワハギ･ソウシハギなどが見られます。30センチにもなる大きなニシキハゼにはビックリ！　漁礁の周りはアマモやホンダワラに覆われた岩場があり、眼前を覆う程のスズメダイの群れ。９月からはアジやアオリイカ、カンパチの大群に遭遇できます。,,37.136782,137.068863
シンノスケ,kaiyugyo,上級者～,ボート6分,上級者～,最大35ｍ,たまにあり,何千･何万ものカンパチ･ブリ、クロマグロの大群狙いポイント。海底は広がる砂地の真ん中に岩場があり、コブダイ幼魚･若魚やハクテンハタ、フサカサゴが見られます。砂地のゴロタにはコケギンポが顔を出していて、とてもかわいらしいです。,,37.134045,137.090492
オグリ高原,,初心者～,ボート3分,初心者～,最大15ｍ,たまに少しあり,広～い岩場にホンダワラが伸び、まるで高原を散歩している気分。岩場の隙間から数千匹のスズメダイが飛び出してくることも頻繁。９月～には、季節来遊魚のオヤビッチャとソラスズメダイ、イシガキダイの登場です。スズメダイの群れに混じって群れています。コブダイの住か。,,37.129392,137.07058
ホワイトキューブ,,中級者～,ボート3分,中級者～,最大15ｍ,たまに少しあり,白い砂の波紋が綺麗な広い砂地にポツンと３つの漁礁。ヒラヒラと泳ぐ無数のイシダイを見ながらゆったり１周し、のんびりダイビングを楽しみたい方にオススメ!!,,37.122823,137.061653
日出口,,初級～,ボート5分,初級～,最大32ｍ,たまにあり,砂地に大小のゴロタが転がり、水深4メートルから30メートル程まで落ちている。岩場の陰を探すと30～80センチのタコが隠れています。1メートル以上の巨大タコも発見!!また、スナイソギンチャクやウミサボテンが日中でも驚くほどたくさん見られます。,,37.115979,137.036247
ソワジー(北向き),,初級～,初級～,入門者講習向きのポイント。ファンダイブ向きではありません。,,,広々とした景色の良いビーチです。北風の強風でない限り、波が立つことがほとんど無く、安定しており、ウミウシやニシキハゼ、キヌバリ等が豊富に見られます。,,37.143351,137.011185
ハチビー(東向き),,初級～,初級～,入門者講習向きのポイント。ファンダイブ向きではありません。,,,白砂で透明度が期待できるポイントです。,,37.166062,137.0438
ナガサー(東向き),,初級～,初級～,入門者講習向きのポイント。ファンダイブ向きではありません。,,,白い砂浜のビーチが広がる明るいポイント。白い砂地に所々ゴロタがあります。主要道路から奥まった所にあるので、プライベートビーチ感覚でダイビングを楽しむことができます。 砂地にはエイ、ゴロタの周りにはウミウシやハゼ･ベラ･マダイ等魚が豊富で飽きません。8月にはチョウチョウウオの目撃!!　講習のみならず、体験ダイビングの方にも大変人気のポイントです。,,37.138698,137.041397
マッシー(東向き),,初級～,初級～,入門者講習向きのポイント。ファンダイブ向きではありません。,,,松島キャンプ場に併設する海水浴場なので整備されたビーチです。 砂地の先には岩場があり、カニやエビを見ることができます。ただし、夏季7月～8月は海水浴･キャンプ客で混雑する為、ダイビングポイントとしてはクローズします。,,37.127476,137.050667
クリー(南向き),,初級～,初級～,入門者講習向きのポイント。ファンダイブ向きではありません。,,,台風でもベタ凪ポイント。海底は砂と泥の混合で透明度は期待できませんが、海況が安定しているので講習開催には最適です。,,37.114884,137.009811
長須浜（ナガスハマ） ,,,ビーチ,,,,海水浴シーズンには潜水エリアが決められているので注意,,35.910812,135.991344
軍艦岩,kaiyugyo|chikei|macro,中級者～>>水中マップ,ビーチ,中級者～,平均18ｍ／最大26ｍ,時にあり,沖合50m位の所がドロップオフになって26mまで落ちている。そこから立ち上がった巨岩の瀬の頭は水面高く突き出ており、水中で見るその瀬の姿はダイナミックでいかにも越前を思わせる。岩の周りには、根付魚が多い。,コブダイ・マツカサウオ・ウミウシ・イカ類・季節来遊魚・回遊魚など,35.878549,135.999498
学校下（プール前）,macro|naito,初心者～>>水中マップ,ビーチ,初心者～,平均8ｍ／最大12ｍ,なし,比較的水深は浅く岩場ではマクロ的生物、砂地では、砂地の生物が楽しめのんびり、じっくり潜るには最適。,タツノオトシゴ・ウミウシ・ハゼ系・イカ類・イシダイ・季節来遊魚,35.897046,135.991001
しらくり,chikei|macro,中級者～,ビーチ,中級者～,平均25ｍ／最大30ｍ,あり,沖合に向って複雑な根が連なって地形もダイナミックで魚影も濃い。水深も30mで、潮の流れも複雑なので、中級者以上に限られる。,回遊魚・ハマチ・コブダイ・タイ・根付魚(ｱｲﾅﾒなど）・根のトップではマクロ系も,35.885712,135.984135
あぜぐり,macro,初心者～,ビーチ,初心者～,平均17ｍ／最大23ｍ,時にあり,水深23mに台形状の根が２つ、トップで水深８mなので初心者でもＯＫ！回遊魚も期待できる。秋にはアオリイカの捕食シーンが見られる。,アジの群れ,35.904764,135.987225
男岩沖,macro,初心者～,ビーチ,初心者～,平均15ｍ／最大25ｍ,時にあり,水深25mの砂地に長靴型の根がある。水深が浅い所にもブイがあるので初心者でもＯＫ！,タイ・アイナメ・イシダイ,35.884461,135.993404
壁石岩浜,kaiyugyo|macro|naito,初心者～>>水中マップ,ビーチ,初心者～,平均8ｍ／最大15ｍ,時にあり,荒れに強くEN・EXが簡単。根が複雑に連なっていて地形が楽しめる。根付魚も多いが、回遊魚も期待できる。,ウミウシ・イシダイ・（イルカが見られたことも・・・）,35.902539,135.992031
ログ前,kaiyugyo|chikei|macro|naito,初心者～>>水中マップ,ビーチ,初心者～,平均8ｍ／最大21ｍ,なし,マクロ派にはたまらないポイント。コース取り次第で様々な雰囲気を味わえるダイナミックな地形も魅力的。潜るたびに新しい発見が待っている。,,35.955638,135.974865
一本木,,,,,,,,,35.966059,135.961304
水仙,,,,,,,,,35.962168,135.964565
黒崎,,,,,,,,,35.941602,135.984478
大浜,,,,,,,,,35.912967,135.990658
茂原,,,,,,,,,35.908726,135.992632
アーチ,,初心者～,ボート10分,初心者～,平均10～15ｍ,,見島では最もポピュラーなポイント。水中に大きなアーチがあり初心者でも魚に囲まれる海ですがコースを選ぶとマクロからワイドまで楽しめるのでベテランダイバーにも人気の癒しの海です。,,34.773909,131.164484
カタガハイ,,初心者～,ボート30分,初心者～,平均12～15ｍ,,対馬暖流の最も影響を受けるポイントです。基本的には初心者向けな海ですが潮がかかると何が出てくるかわからない魅力のポイントです。根回りにはキンメモドキの大きな固まりがあるかと思えば沖ではマグロやカツオの群れが回ってくることもあります。,,34.759666,131.132212
ユウネ,,初心者～,ボート30分,初心者～,平均12～15ｍ,,４～５名座って記念写真もＯＫ名くらいの大きなウミウチワがあるポイント。イシダイやマダイがフレンドリーに逃げません。カンパチやヤズ（ブリの子ども）の群れも回ってきます。,,34.766929,131.128092
イラガハイ丘,,初心者～,ボート25分,初心者～,平均15～20ｍ,,アジやタカベ、ムツの子供など比較的小型の魚の群れが多いポイント。少し深場には大型のクエも数匹いてダイバーを眺めてています。島の西側なので大型回遊魚の可能性は低くありません。,,34.783778,131.125946
イラガハイ沖,,中級者～,ボート25分,中級者～,平均20～25ｍ,,根頭が深く２３ｍくらいで流れの影響もあるポイント。根から沖に降りていくと３０ｍ位からは少しドロップオフ気味。覗くと大きなクエが悠々と泳ぎ、大きめなイサキやメジナ・ニザダイが壁になって待っています。減圧と残圧に要注意です。,,34.783144,131.11908
ヨボシ,,潮がなければ初心者ＯＫ,ボート20分,潮がなければ初心者ＯＫ,平均10～15ｍ,,見島で人気No.2のポイントですが、潮の速いことが多くチャンスを見つけなければなりません。水深が浅いので潮がないと初心者でも楽しめます。イシダイやメジナの群れ、大型のクエが迎えてくれます。水底が白い砂でとっても明るく、珍しい貝も多い海です。,,34.795198,131.122599
瀬高八合,,中級者～,ボート20分,中級者～,平均20～25ｍ,,特に潮が速くてなかなか潜れないポイントですが、キンギョハナダイやアジ、イサキのカーテンのような群れの中、ヒラマサやカンパチがこれらを切り開くように現れたり、大きなクエが水底より見上げている様子はまるで天然水族館のようです。,,34.806192,131.135559
トンビラ沖,,初心者～,ボート10分,初心者～,平均15～20ｍ,,港からとても近いポイントですがフェリーの航路にも当たるので時間を見て利用します。根頭が２３ｍと深く、小さな根のまわりは３０ｍ以上の砂地、でコースにとらわれずのんびり出来るポイント。中層にいるアジやネンブツダイの固まりを抜けてアンカー下に降りていきます。,,34.780959,131.159849
植木鉢,,初心者～,初心者～,,,,,,34.792449,131.143799
宇津港,,初心者～,初心者～,,,,,,34.780959,131.152639
カサガハナ南の根,,初心者～,ボート7分,初心者～,平均12ｍ／最大18ｍ,なし,ポピュラーなポイント。砂地から南に向かって岩がありクエが住み着いてるポイント。初心者の方でも巨大なクエとネンブツダイに囲まれます。,,35.231994,132.493294
カサガハナ北の根,,初心者～,ボート7分,初心者～,平均13ｍ／最大20ｍ,なし,カサガハナの北側に岩があり、マクロが面白いポイント。7月の始めまでダンゴウオが観察できます。,,35.232477,132.493213
